City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Melbu,NO,2022-02-10 20:35:29,68.5044,14.8297,33.31,100,100,18.41
277,Kaeo,NZ,2022-02-10 20:35:29,-35.1,173.7833,75.33,98,99,7.61
278,Opuwo,NA,2022-02-10 20:35:30,-18.0607,13.84,67.86,87,100,4.76
279,Bosaso,SO,2022-02-10 20:35:30,11.2842,49.1816,72.09,65,3,7.49
280,Portland,US,2022-02-10 20:33:39,45.5234,-122.6762,58.46,90,100,5.75
281,Namatanai,PG,2022-02-10 20:35:31,-3.6667,152.4333,79.72,82,97,3.0
282,Sambava,MG,2022-02-10 20:32:48,-14.2667,50.1667,75.56,90,42,4.59
283,Brownsville,US,2022-02-10 20:30:32,25.9018,-97.4975,69.91,59,100,10.36
284,Raudeberg,NO,2022-02-10 20:34:49,61.9875,5.1352,32.67,89,99,1.01
285,Tabou,CI,2022-02-10 20:35:31,4.423,-7.3528,79.45,89,3,7.38
286,Pafos,CY,2022-02-10 20:35:08,34.7667,32.4167,49.91,57,40,8.05
287,Okhotsk,RU,2022-02-10 20:32:22,59.3833,143.3,3.88,86,100,5.35
288,Brokopondo,SR,2022-02-10 20:35:32,4.75,-55.1667,79.47,77,100,7.4
289,Mollendo,PE,2022-02-10 20:35:33,-17.0231,-72.0147,72.57,69,86,7.45
290,Haapiti,PF,2022-02-10 20:35:33,-17.5667,-149.8667,83.93,71,26,12.44
291,Dawlatabad,AF,2022-02-10 20:35:33,36.4141,64.9053,48.13,50,100,4.27
292,Barcelos,PT,2022-02-10 20:35:34,41.5388,-8.6151,56.91,72,95,4.03
293,Avera,US,2022-02-10 20:35:34,33.194,-82.5271,69.39,30,40,8.16
294,Jinchang,CN,2022-02-10 20:35:35,38.4953,102.1739,21.6,62,99,6.04
295,Olga,RU,2022-02-10 20:32:07,43.7444,135.2892,18.41,92,66,3.6
296,College,US,2022-02-10 20:35:35,64.8569,-147.8028,-2.79,76,75,4.61
297,Meulaboh,ID,2022-02-10 20:33:25,4.1363,96.1285,75.54,83,100,2.3
298,Axim,GH,2022-02-10 20:33:58,4.8699,-2.2405,79.18,87,0,8.75
299,Chimbote,PE,2022-02-10 20:35:31,-9.0853,-78.5783,74.77,68,98,10.45
300,Bom Jesus,BR,2022-02-10 20:35:36,-9.0744,-44.3586,82.36,59,100,0.63
301,North Battleford,CA,2022-02-10 20:35:37,52.7834,-108.2847,40.41,75,75,24.16
302,Manado,ID,2022-02-10 20:30:37,1.487,124.8455,77.77,94,40,1.14
303,Port Hardy,CA,2022-02-10 20:34:41,50.6996,-127.4199,48.38,81,100,8.05
304,Spornoye,RU,2022-02-10 20:35:38,50.8448,37.2913,33.82,93,65,10.51
305,Gloversville,US,2022-02-10 20:35:38,43.0528,-74.3438,42.17,81,75,9.22
306,Karasburg,NA,2022-02-10 20:35:38,-28.0167,18.75,82.62,16,40,14.29
307,Klaksvik,FO,2022-02-10 20:35:39,62.2266,-6.589,27.52,67,88,15.32
308,Port Blair,IN,2022-02-10 20:31:00,11.6667,92.75,75.24,94,40,2.3
309,Harda,IN,2022-02-10 20:35:40,22.3333,77.1,56.41,41,5,6.13
310,Paredon,MX,2022-02-10 20:35:40,16.0333,-93.8667,85.33,48,0,11.03
311,Maumere,ID,2022-02-10 20:35:41,-8.6199,122.2111,78.51,87,100,4.32
312,Matamoros,MX,2022-02-10 20:35:41,25.5333,-103.25,64.51,22,75,8.05
313,Saint-Michel-Des-Saints,CA,2022-02-10 20:32:09,46.6834,-73.9159,35.94,92,99,10.45
314,Vestmannaeyjar,IS,2022-02-10 20:35:42,63.4427,-20.2734,37.54,55,100,17.65
315,Kirando,TZ,2022-02-10 20:35:42,-7.4167,30.6,72.46,83,100,3.96
316,Shenjiamen,CN,2022-02-10 20:35:43,29.9576,122.298,46.15,73,100,7.43
317,Srednekolymsk,RU,2022-02-10 20:35:43,67.45,153.6833,-39.78,99,50,4.59
318,Amapa,BR,2022-02-10 20:35:43,1.0,-52.0,76.28,95,100,3.11
319,Zaranj,AF,2022-02-10 20:35:44,30.9667,61.8833,48.16,23,0,7.81
320,Keetmanshoop,NA,2022-02-10 20:35:44,-26.5833,18.1333,81.52,39,91,3.44
321,Balabac,PH,2022-02-10 20:35:45,7.9868,117.0645,80.19,82,100,17.16
322,Teseney,ER,2022-02-10 20:35:45,15.11,36.6575,75.61,62,0,10.6
323,Petropavl,KZ,2022-02-10 20:35:45,54.8753,69.1628,-12.48,93,5,8.21
324,Tamandare,BR,2022-02-10 20:35:46,-8.7597,-35.1047,81.0,68,91,13.47
325,Young,UY,2022-02-10 20:35:46,-32.6833,-57.6333,90.23,25,0,11.01
326,Hamilton,US,2022-02-10 20:35:47,39.1834,-84.5333,46.99,55,20,11.5
327,Yarada,IN,2022-02-10 20:35:47,17.65,83.2667,70.12,94,20,2.3
328,Bahjoi,IN,2022-02-10 20:35:48,28.4,78.6167,49.87,75,0,8.05
329,Charqueada,BR,2022-02-10 20:35:48,-22.5097,-47.7781,76.17,76,100,4.16
330,Hammerfest,NO,2022-02-10 20:35:48,70.6634,23.6821,28.13,74,40,8.05
331,Kropotkin,RU,2022-02-10 20:35:49,45.4375,40.5756,36.03,91,98,15.05
332,Ouallam,NE,2022-02-10 20:35:49,14.3188,2.0866,77.49,9,0,10.78
333,Solnechnyy,RU,2022-02-10 20:35:49,50.7214,136.6319,-3.87,97,81,4.05
334,Malm,NO,2022-02-10 20:35:50,64.0721,11.2172,31.84,82,100,15.64
335,Gornyak,RU,2022-02-10 20:35:50,50.9942,81.4661,-18.35,100,89,3.27
336,Tuy Hoa,VN,2022-02-10 20:35:51,13.0833,109.3,72.84,91,63,4.21
337,Tafresh,IR,2022-02-10 20:35:51,34.692,50.013,36.0,74,80,6.26
338,Christchurch,NZ,2022-02-10 20:32:05,-43.5333,172.6333,65.03,93,100,11.5
339,Tual,ID,2022-02-10 20:35:52,-5.6667,132.75,80.33,80,100,3.78
340,Ostrovnoy,RU,2022-02-10 20:35:52,68.0531,39.5131,28.35,87,100,19.6
341,Sakakah,SA,2022-02-10 20:35:52,29.9697,40.2064,49.57,41,0,9.6
342,Leh,IN,2022-02-10 20:35:53,34.1667,77.5833,-9.2,88,89,4.03
343,Cisarua,ID,2022-02-10 20:35:53,-6.6527,106.471,66.99,82,100,1.81
344,Akcakoca,TR,2022-02-10 20:35:53,41.0866,31.1162,37.94,79,2,4.9
345,Atami,JP,2022-02-10 20:35:54,35.0894,139.0686,36.21,95,93,10.65
346,Manokwari,ID,2022-02-10 20:35:54,-0.8667,134.0833,77.47,76,98,3.36
347,Banda Aceh,ID,2022-02-10 20:35:55,5.5577,95.3222,77.97,82,100,5.19
348,Ray,IN,2022-02-10 20:35:55,23.6833,85.05,59.77,75,0,5.1
349,Coruripe,BR,2022-02-10 20:31:06,-10.1256,-36.1756,81.18,70,6,14.41
350,Khasan,RU,2022-02-10 20:35:56,42.4308,130.6434,27.3,78,65,4.68
351,Amahai,ID,2022-02-10 20:35:56,-3.3333,128.9167,77.36,86,100,3.27
352,Willmar,US,2022-02-10 20:35:57,45.1219,-95.0433,37.08,93,100,10.36
353,Bako,ET,2022-02-10 20:35:57,5.7833,36.5667,71.49,42,18,3.24
354,Saint George,US,2022-02-10 20:35:57,37.1041,-113.5841,66.67,28,0,4.0
355,Port-Cartier,CA,2022-02-10 20:35:58,50.0334,-66.8654,28.74,98,100,5.93
356,Gamba,GA,2022-02-10 20:35:58,-2.65,10.0,77.47,88,98,4.88
357,Quatre Cocos,MU,2022-02-10 20:35:59,-20.2078,57.7625,77.11,83,16,6.06
358,Dimona,IL,2022-02-10 20:35:59,31.0667,35.0333,45.84,85,77,9.4
359,Salmo,CA,2022-02-10 20:36:00,49.1999,-117.2689,41.88,100,100,2.62
360,Dunedin,NZ,2022-02-10 20:32:45,-45.8742,170.5036,62.56,85,16,3.42
361,Medicine Hat,CA,2022-02-10 20:35:02,50.0501,-110.6683,51.51,40,100,32.21
362,Dongsheng,CN,2022-02-10 20:36:00,39.8161,109.9776,22.89,52,100,4.81
363,Sibolga,ID,2022-02-10 20:36:01,1.7427,98.7792,74.95,85,98,2.98
364,Wucheng,CN,2022-02-10 20:36:01,29.6008,118.175,41.77,98,100,2.55
365,Great Bend,US,2022-02-10 20:32:35,38.3645,-98.7648,60.89,41,20,14.56
366,Teya,RU,2022-02-10 20:36:02,60.3778,92.6267,-17.59,100,41,0.31
367,Qeshm,IR,2022-02-10 20:36:02,26.9581,56.2719,60.69,53,0,2.91
368,Ruteng,ID,2022-02-10 20:36:03,-8.6136,120.4721,63.28,95,100,1.28
369,Ambovombe,MG,2022-02-10 20:36:03,-25.1667,46.0833,74.73,94,38,11.77
370,Songjianghe,CN,2022-02-10 20:36:03,42.1859,127.479,12.02,91,94,4.94
371,Itaituba,BR,2022-02-10 20:36:04,-4.2761,-55.9836,77.16,100,100,5.75
372,Ahipara,NZ,2022-02-10 20:36:04,-35.1667,173.1667,74.12,94,99,10.0
373,Pinos,MX,2022-02-10 20:36:05,22.3,-101.5667,56.39,17,2,11.27
374,Sungurlare,BG,2022-02-10 20:36:05,42.7667,26.7833,40.93,89,3,3.51
375,Fallon,US,2022-02-10 20:36:05,39.4735,-118.7774,58.42,35,20,0.0
376,Pingliang,CN,2022-02-10 20:36:06,35.5392,106.6861,24.17,93,100,3.49
377,Vung Tau,VN,2022-02-10 20:36:06,10.346,107.0843,78.01,82,97,17.54
378,Maluno,PH,2022-02-10 20:36:06,16.9989,121.9643,68.74,91,93,0.69
379,Hofn,IS,2022-02-10 20:36:07,64.2539,-15.2082,26.06,59,21,6.78
380,Harper,LR,2022-02-10 20:36:07,4.375,-7.7169,79.36,88,6,7.11
381,Sitka,US,2022-02-10 20:36:08,57.0531,-135.33,37.29,52,100,8.05
382,Codrington,AU,2022-02-10 20:36:08,-38.2667,141.9667,60.85,75,42,11.79
383,Goderich,CA,2022-02-10 20:36:09,43.7501,-81.7165,31.91,74,100,11.5
384,Cananeia,BR,2022-02-10 20:36:09,-25.0147,-47.9267,77.56,73,12,7.61
385,Mahibadhoo,MV,2022-02-10 20:36:09,3.7833,72.9667,81.18,75,48,8.84
386,Bharatpur,IN,2022-02-10 20:36:10,27.2167,77.4833,52.12,63,0,5.7
387,Marathon,US,2022-02-10 20:36:10,44.9,-89.7668,26.13,68,40,9.22
388,Bonthe,SL,2022-02-10 20:36:11,7.5264,-12.505,78.49,87,0,6.62
389,Saint Anthony,US,2022-02-10 20:36:11,45.0205,-93.218,27.66,76,100,16.11
390,Praia,CV,2022-02-10 20:36:12,14.9215,-23.5087,79.34,44,99,12.66
391,Lunenburg,CA,2022-02-10 20:35:21,44.3835,-64.3155,39.2,82,47,13.8
392,Chipinge,ZW,2022-02-10 20:36:12,-20.1883,32.6236,65.05,79,17,5.01
393,Tari,NG,2022-02-10 20:36:13,12.4086,4.4914,77.09,11,0,10.25
394,Ambilobe,MG,2022-02-10 20:36:13,-13.2,49.05,73.83,99,99,3.83
395,Khash,IR,2022-02-10 20:36:13,28.2211,61.2158,50.32,26,0,1.59
396,Ilabaya,PE,2022-02-10 20:36:14,-17.4208,-70.5133,71.49,53,100,10.02
397,Lavrentiya,RU,2022-02-10 20:36:14,65.5833,-171.0,-28.73,97,62,4.36
398,Chabahar,IR,2022-02-10 20:36:15,25.2919,60.643,69.66,60,1,7.11
399,Moron,AR,2022-02-10 20:36:15,-34.6534,-58.6198,88.02,48,0,7.0
400,Nishihara,JP,2022-02-10 20:36:15,26.1842,127.7558,60.08,78,75,5.75
401,Flin Flon,CA,2022-02-10 20:36:16,54.7682,-101.865,3.04,72,100,11.5
402,Ottawa,CA,2022-02-10 20:31:38,45.4112,-75.6981,39.72,81,75,16.11
403,Henties Bay,NA,2022-02-10 20:36:16,-22.116,14.2845,71.85,81,72,7.67
404,Ocotal,NI,2022-02-10 20:36:17,13.6321,-86.4752,85.93,38,68,9.84
405,Yarmouth,US,2022-02-10 20:36:17,41.7057,-70.2286,52.45,81,40,16.11
406,La Paz,BO,2022-02-10 20:32:01,-16.5,-68.15,53.58,76,75,10.36
407,Brae,GB,2022-02-10 20:34:52,60.3964,-1.353,33.71,54,100,20.89
408,Pierre,US,2022-02-10 20:36:18,44.3683,-100.351,58.86,44,20,24.0
409,Polis,CY,2022-02-10 20:36:18,35.0367,32.4264,49.82,80,0,1.1
410,Leeuwarden,NL,2022-02-10 20:36:19,53.2014,5.8086,42.01,82,20,11.5
411,Zhuhai,CN,2022-02-10 20:36:19,22.2769,113.5678,62.98,85,100,14.07
412,Monticello,US,2022-02-10 20:35:07,45.3055,-93.7941,27.68,80,75,19.57
413,Champerico,GT,2022-02-10 20:36:20,14.3,-91.9167,91.94,59,1,11.48
414,Liwale,TZ,2022-02-10 20:36:20,-9.7667,37.9333,67.98,91,95,2.53
415,Komsomolskiy,UZ,2022-02-10 20:36:21,40.4272,71.7189,36.82,74,100,4.61
416,Diamantino,BR,2022-02-10 20:36:21,-14.4086,-56.4461,77.58,91,95,3.69
417,Orje,NO,2022-02-10 20:36:21,59.4802,11.6602,35.42,70,1,4.09
418,Denia,ES,2022-02-10 20:36:22,38.8408,0.1057,55.54,84,2,3.0
419,Kabompo,ZM,2022-02-10 20:36:22,-13.5927,24.2008,66.11,90,100,2.89
420,Mahajanga,MG,2022-02-10 20:36:23,-15.7167,46.3167,78.49,82,100,7.11
421,Kirkwall,GB,2022-02-10 20:36:23,58.9848,-2.9587,37.45,65,75,16.11
422,Farafangana,MG,2022-02-10 20:36:23,-22.8167,47.8333,76.3,86,10,4.88
423,Barda,AZ,2022-02-10 20:36:24,40.3744,47.1267,44.71,79,100,9.08
424,Lukovetskiy,RU,2022-02-10 20:36:24,64.2956,41.9211,28.38,94,100,8.84
425,Arequipa,PE,2022-02-10 20:36:25,-16.3989,-71.535,68.07,42,0,10.36
426,Pangody,RU,2022-02-10 20:36:25,65.85,74.4859,1.9,81,11,17.58
427,Bari,IT,2022-02-10 20:36:26,41.1177,16.8512,50.25,74,0,9.22
428,Zambezi,ZM,2022-02-10 20:36:26,-13.5432,23.1047,65.41,90,100,2.91
429,Pendleton,US,2022-02-10 20:36:26,45.6721,-118.7886,69.91,46,0,7.0
430,Inhambane,MZ,2022-02-10 20:36:27,-23.865,35.3833,75.06,77,0,8.41
431,San Borja,BO,2022-02-10 20:36:27,-14.8167,-66.85,88.41,57,100,4.25
432,Lumberton,US,2022-02-10 20:36:15,34.6182,-79.0086,68.38,34,6,8.57
433,Pochutla,MX,2022-02-10 20:36:28,15.7432,-96.4661,85.82,50,12,8.75
434,Ahuimanu,US,2022-02-10 20:36:28,21.4447,-157.8378,80.31,67,75,4.61
435,Humaita,BR,2022-02-10 20:36:29,-7.5061,-63.0208,82.13,88,95,1.01
436,Altzayanca,MX,2022-02-10 20:36:29,19.4333,-97.7833,58.26,34,100,11.92
437,Ugoofaaru,MV,2022-02-10 20:36:30,5.6667,73.0,81.09,76,57,11.86
438,Moen,NO,2022-02-10 20:36:30,69.1304,18.6123,30.92,80,75,9.22
439,Tuatapere,NZ,2022-02-10 20:36:30,-46.1333,167.6833,58.82,83,93,3.87
440,Alyangula,AU,2022-02-10 20:36:31,-13.8483,136.4192,75.07,100,63,0.0
441,Da Lat,VN,2022-02-10 20:36:31,11.9465,108.4419,55.72,93,71,2.91
442,Sao Jose Da Coroa Grande,BR,2022-02-10 20:36:32,-8.8978,-35.1478,80.98,68,83,14.47
443,Mnogovershinnyy,RU,2022-02-10 20:36:32,53.9353,139.9242,10.99,97,100,1.68
444,San Pedro,PH,2022-02-10 20:36:32,14.35,121.0167,78.35,75,75,4.61
445,Zheleznodorozhnyy,RU,2022-02-10 20:36:33,55.7503,38.0042,34.21,90,86,9.42
446,Muskogee,US,2022-02-10 20:36:33,35.5834,-95.3336,65.55,27,0,9.22
447,Shenzhen,CN,2022-02-10 20:33:12,22.5455,114.0683,63.14,94,100,6.51
448,Nisia Floresta,BR,2022-02-10 20:36:34,-6.0911,-35.2086,86.81,70,30,10.8
449,Molchanovo,RU,2022-02-10 20:36:34,57.5817,83.7692,-20.9,100,60,2.62
450,Murgab,TM,2022-02-10 20:36:35,37.4966,61.9714,46.27,81,20,6.91
451,Filadelfia,US,2022-02-10 20:34:27,39.9523,-75.1638,56.93,36,35,8.99
452,Sakaiminato,JP,2022-02-10 20:36:35,35.55,133.2333,35.58,93,75,4.61
453,Kichera,RU,2022-02-10 20:35:12,55.9375,110.0997,-11.13,88,99,4.7
454,Amberg,DE,2022-02-10 20:36:36,49.4414,11.8622,43.81,82,100,7.78
455,Dwarka,IN,2022-02-10 20:36:36,22.2394,68.9678,69.42,49,0,12.33
456,Ranapur,IN,2022-02-10 20:36:36,22.65,74.5333,59.72,43,0,8.12
457,Siocon,PH,2022-02-10 20:36:37,7.7061,122.1353,77.49,89,100,7.07
458,Puerto Carreno,CO,2022-02-10 20:36:37,6.189,-67.4859,96.58,27,74,11.23
459,Coihaique,CL,2022-02-10 20:35:02,-45.5752,-72.0662,59.61,38,20,12.66
460,Salaga,GH,2022-02-10 20:36:38,8.5508,-0.5188,87.69,10,4,3.27
461,Ketchikan,US,2022-02-10 20:32:57,55.3422,-131.6461,39.67,65,75,9.22
462,Roma,US,2022-02-10 20:36:39,43.2128,-75.4557,40.73,68,100,12.66
463,Batemans Bay,AU,2022-02-10 20:36:39,-35.7167,150.1833,67.19,82,99,5.99
464,Pisco,PE,2022-02-10 20:34:56,-13.7,-76.2167,80.02,69,0,10.36
465,Lulea,SE,2022-02-10 20:36:39,65.5842,22.1547,26.67,93,40,5.75
466,Narok,KE,2022-02-10 20:36:40,-1.0783,35.8601,63.84,69,100,1.92
467,Nagydorog,HU,2022-02-10 20:36:40,46.6275,18.6556,43.99,70,27,7.29
468,Jacmel,HT,2022-02-10 20:36:41,18.2342,-72.5347,85.84,69,35,6.78
469,Sulangan,PH,2022-02-10 20:36:41,11.1373,123.7228,79.52,80,100,20.07
470,Kabin Buri,TH,2022-02-10 20:36:41,13.9511,101.7177,79.16,75,99,3.44
471,Saint-Georges,GD,2022-02-10 20:36:42,12.0564,-61.7485,83.88,65,20,23.02
472,Goundam,ML,2022-02-10 20:36:42,16.4145,-3.6708,71.17,11,0,12.3
473,Rawson,AR,2022-02-10 20:36:43,-43.3002,-65.1023,64.18,40,59,19.39
474,Astana,KZ,2022-02-10 20:36:43,51.1801,71.446,-16.65,76,5,8.95
475,Nome,US,2022-02-10 20:36:44,64.5011,-165.4064,-16.53,76,75,0.0
476,Kendari,ID,2022-02-10 20:36:44,-3.945,122.4989,75.02,94,100,3.58
477,Pringsewu,ID,2022-02-10 20:36:44,-5.3582,104.9744,71.58,92,100,1.66
478,Vila Velha,BR,2022-02-10 20:35:48,-20.3297,-40.2925,76.95,86,75,10.36
479,Soyo,AO,2022-02-10 20:36:45,-6.1349,12.3689,77.9,87,1,8.1
480,Usinsk,RU,2022-02-10 20:36:45,65.9939,57.5281,24.46,94,100,22.5
481,Smithers,CA,2022-02-10 20:36:46,54.7804,-127.1743,41.32,45,20,3.44
482,Maltahohe,NA,2022-02-10 20:36:46,-24.8333,16.9833,72.68,60,50,7.94
483,Carutapera,BR,2022-02-10 20:36:47,-1.195,-46.02,77.29,91,100,5.53
484,Sao Felix Do Xingu,BR,2022-02-10 20:36:47,-6.6447,-51.995,76.71,96,100,0.56
485,Williston,US,2022-02-10 20:32:02,48.147,-103.618,48.61,66,74,13.0
486,Lubben,DE,2022-02-10 20:36:48,51.95,13.9,42.85,85,100,8.25
487,Samur,RU,2022-02-10 20:36:48,41.8253,48.486,39.42,87,100,4.34
488,Agirish,RU,2022-02-10 20:36:49,61.9247,63.0231,6.71,94,100,11.36
489,Rurrenabaque,BO,2022-02-10 20:36:49,-14.4413,-67.5278,93.09,59,40,4.61
490,Cartagena,CO,2022-02-10 20:36:33,10.3997,-75.5144,85.62,70,20,19.57
491,La Ronge,CA,2022-02-10 20:36:50,55.1001,-105.2842,5.25,72,100,16.11
492,Pundaguitan,PH,2022-02-10 20:36:50,6.3711,126.1689,79.75,83,98,7.92
493,Kiruna,SE,2022-02-10 20:36:51,67.8557,20.2251,13.12,92,65,2.3
494,Kushmurun,KZ,2022-02-10 20:36:51,52.4503,64.6311,6.17,94,95,8.55
495,Qaqortoq,GL,2022-02-10 20:36:51,60.7167,-46.0333,12.7,63,98,8.37
496,Bonavista,CA,2022-02-10 20:36:52,48.6499,-53.1147,35.6,83,8,11.5
497,Saint-Joseph,RE,2022-02-10 20:36:52,-21.3667,55.6167,73.78,81,25,3.49
498,Ocean City,US,2022-02-10 20:36:53,39.2776,-74.5746,57.38,63,14,5.99
499,Bambanglipuro,ID,2022-02-10 20:33:37,-7.95,110.2833,77.0,86,100,5.53
500,Joao Pessoa,BR,2022-02-10 20:32:25,-7.115,-34.8631,84.43,65,20,9.22
501,Pouebo,NC,2022-02-10 20:36:53,-20.4,164.5667,79.36,88,100,14.54
502,Taraza,CO,2022-02-10 20:36:54,7.5836,-75.4007,83.53,76,77,3.53
503,Haimen,CN,2022-02-10 20:36:54,23.1935,116.6142,57.09,85,100,17.27
504,Suarez,CO,2022-02-10 20:36:55,2.954,-76.6964,74.37,86,93,4.7
505,Sisophon,KH,2022-02-10 20:36:55,13.5859,102.9737,79.5,72,84,4.45
506,Santa Marta,CO,2022-02-10 20:33:12,11.2408,-74.199,95.34,56,20,10.0
507,De-Kastri,RU,2022-02-10 20:36:56,51.4667,140.7833,10.58,96,100,4.81
508,Ixtapa,MX,2022-02-10 20:36:56,20.7,-105.2,74.43,53,0,12.66
509,Iqaluit,CA,2022-02-10 20:36:56,63.7506,-68.5145,-7.87,84,100,5.75
510,Lyuban,BY,2022-02-10 20:36:57,52.7985,28.0048,35.92,98,100,8.86
511,Mount Gambier,AU,2022-02-10 20:36:57,-37.8333,140.7667,48.11,93,100,0.0
512,Kamalpur,IN,2022-02-10 20:36:58,24.2,91.8333,59.99,81,83,1.59
513,Remanso,BR,2022-02-10 20:36:58,-9.6179,-42.0831,85.3,50,24,4.5
514,Cumberland,US,2022-02-10 20:36:32,35.0502,-78.8664,68.5,25,0,13.8
515,Cuamba,MZ,2022-02-10 20:36:59,-14.8031,36.5372,70.48,94,100,0.89
516,Zruc Nad Sazavou,CZ,2022-02-10 20:36:59,49.7401,15.1061,46.99,70,100,9.95
517,Palauig,PH,2022-02-10 20:37:00,15.435,119.9045,76.39,69,61,3.76
518,Palmer,US,2022-02-10 20:37:00,42.1584,-72.3287,50.61,52,75,16.11
519,Port Moresby,PG,2022-02-10 20:37:00,-9.4431,147.1797,75.45,81,100,7.47
520,Sao Sebastiao Do Paraiso,BR,2022-02-10 20:37:01,-20.9169,-46.9914,67.15,94,98,3.98
521,Rio Rancho,US,2022-02-10 20:35:56,35.2334,-106.6645,55.49,29,0,4.61
522,Saint-Augustin,CA,2022-02-10 20:37:02,51.226,-58.6502,22.64,96,100,2.08
523,Moree,AU,2022-02-10 20:37:02,-29.4667,149.85,66.22,63,8,10.36
524,Fort Frances,CA,2022-02-10 20:37:02,48.5999,-93.4003,19.17,78,100,16.11
525,Hami,CN,2022-02-10 20:37:03,42.8,93.45,25.7,60,92,5.26
526,Inyonga,TZ,2022-02-10 20:37:03,-6.7167,32.0667,65.07,93,100,1.19
527,Tecpan,GT,2022-02-10 20:37:04,14.7623,-90.9947,70.56,54,54,5.19
528,Waingapu,ID,2022-02-10 20:37:04,-9.6567,120.2641,76.68,86,100,3.02
529,Bud,US,2022-02-10 20:37:04,39.447,-86.1758,41.76,71,74,12.46
530,Mastic Beach,US,2022-02-10 20:37:05,40.7668,-72.8521,55.65,45,75,16.11
531,Cape Coast,GH,2022-02-10 20:37:05,5.1053,-1.2466,80.08,86,0,6.62
532,Te Anau,NZ,2022-02-10 20:34:23,-45.4167,167.7167,65.68,70,22,1.7
533,Hermosillo,MX,2022-02-10 20:34:21,29.0667,-110.9667,83.68,9,0,3.44
534,Lere,NG,2022-02-10 20:37:06,10.387,8.5726,69.4,11,0,6.22
535,Kudeyevskiy,RU,2022-02-10 20:37:06,54.8758,56.7567,20.43,93,100,13.09
536,Bere,TD,2022-02-10 20:37:07,9.3202,16.1552,77.97,11,97,6.06
537,Nokha,IN,2022-02-10 20:37:07,27.6,73.4167,61.45,33,0,4.47
538,George Town,MY,2022-02-10 20:37:07,5.4112,100.3354,78.89,92,20,1.14
539,Biharamulo,TZ,2022-02-10 20:37:08,-2.6319,31.3089,60.62,93,96,2.24
540,Nago,JP,2022-02-10 20:37:08,26.5881,127.9761,60.87,70,50,7.02
541,Maceio,BR,2022-02-10 20:37:09,-9.6658,-35.7353,85.44,61,0,16.11
542,Lompoc,US,2022-02-10 20:37:09,34.6391,-120.4579,86.22,22,0,6.91
543,Poum,NC,2022-02-10 20:37:09,-20.2333,164.0167,81.07,83,100,26.4
544,Rio Grande,BR,2022-02-10 20:37:10,-32.035,-52.0986,82.51,71,47,17.69
545,Lermontovka,RU,2022-02-10 20:37:10,47.1453,134.3383,1.15,99,100,1.43
546,Slave Lake,CA,2022-02-10 20:37:11,55.2834,-114.769,37.38,81,100,23.02
547,Cam Ranh,VN,2022-02-10 20:37:11,11.9214,109.1591,76.96,78,40,10.36
548,Kenai,US,2022-02-10 20:35:20,60.5544,-151.2583,27.03,74,0,18.41
549,Isangel,VU,2022-02-10 20:37:12,-19.55,169.2667,80.22,90,100,22.03
550,Uvat,RU,2022-02-10 20:37:12,59.1433,68.8953,-1.3,90,7,8.16
551,Phuket,TH,2022-02-10 20:37:12,8.0,98.25,87.1,78,20,8.05
552,Maniitsoq,GL,2022-02-10 20:37:13,65.4167,-52.9,16.34,89,100,8.99
553,Nemuro,JP,2022-02-10 20:37:13,43.3236,145.575,23.29,74,84,4.65
